,Date,Date (UTC),Batch requests/sec,User connections,Processor Time,Free memory,Page reads/sec,Disk avg. read time > M: Data 1,Disk avg. read time > N: Data 2,Disk avg. read time > I: Index,Disk avg. write time > M: Data 1,Disk avg. write time > N: Data 2,Disk avg. write time > I: Index,Compilations/batch,Latch wait time,Disk avg. read time data
299,2024-05-03 05:00:00,2024-05-03 10:00:00,25.6121275599392,1481.0,9.79166572666677,10.782989501953125,3676.94242517098,1.5082,1.5927,5.8191,0.3953,0.0,0.0,30.808510638297797,0.8997,3.1009
300,2024-05-03 05:01:00,2024-05-03 10:01:00,47.5987308558475,1567.0,8.66702460792976,11.932884216308594,293.25214537583,1.6052499999999998,1.369,2.16755,0.5146000000000001,0.5562,0.33385,17.5843694493783,0.5295,2.9742499999999996
301,2024-05-03 05:02:00,2024-05-03 10:02:00,36.1541913616524,1597.0,9.55947640122982,11.942520141601562,259.627080179091,1.5768,1.5917,2.3144,0.3801,0.0,0.0,7.74193548387096,1.3778,3.1685
302,2024-05-03 05:03:00,2024-05-03 10:03:00,39.6859273916887,1614.0,8.51311446593156,11.956817626953125,126.319840517026,0.7193,0.6896,0.6369,0.3643,0.3723,0.0,5.48405148293228,0.989,1.4089
303,2024-05-03 05:04:00,2024-05-03 10:04:00,32.42015320962865,1631.0,12.78535095114302,11.634456634521484,911.4501746324336,1.4199,1.5133,3.1927,0.0,0.0,0.0,22.10849475114045,0.95835,2.9332000000000003
304,2024-05-03 05:05:00,2024-05-03 10:05:00,35.5288930628256,1603.0,18.4394784619195,11.864212036132812,615.333284355486,1.0369,1.0294,2.245,0.3646,0.4267,0.0,5.36607548885857,1.108,2.0663
305,2024-05-03 05:06:00,2024-05-03 10:06:00,19.5736361445585,1577.0,3.34526842091511,12.316741943359375,167.339496671214,1.4821,0.0,0.6847,0.0,0.0,0.0,4.98220640569395,0.419,1.4821
306,2024-05-03 05:07:00,2024-05-03 10:07:00,31.2480391376559,1563.0,6.48596546752841,12.049026489257812,129.589416039959,0.9532,0.9381,5.3937,0.3984,0.4151,0.4779,5.01066098081023,0.6865,1.8913000000000002
307,2024-05-03 05:08:00,2024-05-03 10:08:00,94.0663432111528,1553.0,12.6332122626346,12.232398986816406,184.151482946572,1.4801,0.9231,1.2896,0.3352,0.3877,0.0,2.55002656277669,1.28,2.4032
308,2024-05-03 05:09:00,2024-05-03 10:09:00,107.504453910636,1567.0,3.8276924222617,12.218254089355469,16.6365363593112,0.5752,0.6235,1.0118,0.2867,0.2744,0.0,0.681818181818181,0.4567,1.1987
309,2024-05-03 05:10:00,2024-05-03 10:10:00,40.0788274242405,1553.0,8.16741953124662,12.395370483398438,368.988406597818,1.1697,0.93485,2.0631,0.22165,0.21375,0.1993,3.86533665835411,1.4224,2.1045499999999997
310,2024-05-03 05:11:00,2024-05-03 10:11:00,38.446717690103,1576.0,9.99190585746362,12.1097412109375,294.891433143557,0.828,0.8022,1.0509,0.3919,0.3824,0.0,5.54592720970537,0.8389,1.6301999999999999
311,2024-05-03 05:12:00,2024-05-03 10:12:00,38.87510314792405,1583.5,8.360961599764964,12.346534729003906,411.7249589222535,1.3156,1.1306,4.9833,0.3088,0.4085,0.3185,4.39257521181316,0.69775,2.4462
312,2024-05-03 05:13:00,2024-05-03 10:13:00,65.9331413126377,1646.0,9.30916213171992,12.447998046875,197.6495001704,0.7101,0.6746,3.4771,0.3736,0.3818,0.3429,3.23395654370894,1.4301,1.3847
313,2024-05-03 05:14:00,2024-05-03 10:14:00,52.7840810402602,1685.0,2.89464152880598,11.879165649414062,1107.06744804307,0.9149,0.945,2.0793,0.3095,0.0,0.0,22.2642699463891,0.4827,1.8599
314,2024-05-03 05:15:00,2024-05-03 10:15:00,43.6699933075513,1701.0,13.5553550655056,11.537193298339844,533.736965968766,1.1752,1.032,9.8636,0.0,0.0,0.0,3.2520325203252,1.2812,2.2072000000000003
315,2024-05-03 05:16:00,2024-05-03 10:16:00,73.1352820555302,1721.0,6.58452378867769,12.054397583007812,431.990180278286,0.7418,0.7758,3.7809,0.0,0.0,0.0,2.57696693272519,1.3207,1.5176
316,2024-05-03 05:17:00,2024-05-03 10:17:00,139.821903183303,1720.0,12.0973093517975,12.217094421386719,213.86355267713,1.3481,1.0277,1.1309,0.0,0.0,0.0,1.09593392630241,0.395,2.3758
317,2024-05-03 05:18:00,2024-05-03 10:18:00,59.7906131726849,1708.0,4.73987183814101,12.176925659179688,74.2050168500462,0.7981,0.81385,1.15225,0.20725,0.21525,0.21,2.3132664437012203,0.655,1.61195
318,2024-05-03 05:19:00,2024-05-03 10:19:00,54.8976873565186,1705.0,7.5978234396668,12.250396728515625,122.712477620453,1.4758,1.8998,1.1884,0.0,0.0,0.0,2.88053365676167,1.1834,3.3756
319,2024-05-03 05:20:00,2024-05-03 10:20:00,44.4225603583085,1679.0,7.10951751991872,12.442771911621094,102.503334066642,1.364,1.776,1.1684,0.0,0.0,0.0,4.807210816224329,0.4149,3.14
320,2024-05-03 05:21:00,2024-05-03 10:21:00,43.401239998517454,1680.0,5.3104920151736845,12.577018737792969,62.58885729529365,1.3764,1.3681,1.6338,0.0,0.0,0.0,3.180659773346285,1.0442500000000001,2.7445000000000004
321,2024-05-03 05:22:00,2024-05-03 10:22:00,56.154569897614,1697.0,8.58916396917637,12.54852294921875,219.294859739835,1.1964,1.1637,6.3627,0.0,0.0,0.0,2.22882615156017,0.6372,2.3601
322,2024-05-03 05:23:00,2024-05-03 10:23:00,104.168742684186,1705.0,4.3787333407962,12.603721618652344,343.956748231836,1.1772,1.3,1.9051,0.0,0.0,0.0,0.9594882729211079,0.5937,2.4772
323,2024-05-03 05:24:00,2024-05-03 10:24:00,105.494785963097,1736.0,9.77238935003855,12.647193908691406,84.1392963681679,1.0889,1.1721,1.0998,0.0,0.0,0.0,2.4159166271909003,0.7821,2.261
324,2024-05-03 05:25:00,2024-05-03 10:25:00,56.5179318201261,1711.0,4.85651869282434,12.580467224121094,82.3942136941402,1.2273,1.2519,1.2449,0.0,0.0,0.0,18.9858490566037,1.0259,2.4792
325,2024-05-03 05:26:00,2024-05-03 10:26:00,102.929292346052,1719.0,3.66952944845166,12.5567626953125,85.1560495494104,2.1217,2.1356,0.9322,0.0,0.0,0.0,2.59011439671918,0.2754,4.257300000000001
